Generation, Best_Individual, Best_Fitness, Worst_Individual, Worst_Fitness, Avg_Fitness, Var_Fitness, StdDev_Fitness, Med_Fitness
23, YBORGRUYYBXXVOG, 1.6631312370300293, YLDASQPYZPQHYUT, -1.2856204509735107, 0.16966948159690948, 0.3292998839564452, 0.5738465683058889, 0.1323394551873207
24, ZFWWOXOFVXYUOXR, 1.6244652271270752, ERRNELZCGPBWFFU, -1.4742151498794556, 0.17320590690290555, 0.3279134276179561, 0.5726372565751866, 0.12185424566268921
25, YOOSOXOFVXYUHFG, 1.5919405221939087, CGNCNDGYJWPMHUP, -1.203916072845459, 0.21286009250790813, 0.291356121125385, 0.5397741389927689, 0.18616841733455658
26, YRJYBCOXUBYYOVV, 1.6223857402801514, YSHOKUPCJFBETZR, -1.3864564895629883, 0.17016238620789956, 0.2945655709472781, 0.5427389528560467, 0.1439862921833992
27, JJXBRWYXOXMBJMY, 1.630796194076538, FEPJCHOLJEUSWMZ, -1.355060338973999, 0.1608699327071081, 0.2963237048742277, 0.5443562297560557, 0.1044098548591137
28, XBJJYXQMYRPLYXQ, 1.6180369853973389, PPYFBNLZLXJUPKJ, -1.1868317127227783, 0.21422531815277762, 0.290823192348016, 0.5392802539941696, 0.14067894965410233
29, UXOQHQHWZOJJYOJ, 1.6061174869537354, PXSELXMPMCEBMRR, -0.9745680689811707, 0.22220917387853842, 0.29173263953724504, 0.5401228004234269, 0.14079158008098602
30, UIWBWVCXOJYOOOQ, 1.660749912261963, GDZMPQSJTZQPOYW, -1.2947235107421875, 0.15334805882163347, 0.31753177894772205, 0.5634995820297669, 0.10723012685775757
31, UXQQHESWZXJJYOJ, 1.59003746509552, ESGHQZYTTFMODZS, -1.072249174118042, 0.14688767486228607, 0.2956743006493623, 0.5437594143087201, 0.1252087689936161
32, GVFBJVXVXXOBUYI, 1.6543450355529785, UKXPPPJHDGIEDQP, -1.1579668521881104, 0.17759174010413697, 0.30881740227855337, 0.55571341740015, 0.12489399686455727
33, OYUVBUYGXVOZOUF, 1.6430047750473022, HMFXZLLBXAZGUCZ, -1.4782612323760986, 0.18773206165642478, 0.3296843103865885, 0.5741814263685203, 0.160014770925045
34, VKXVOJJSXOBYXFA, 1.621577262878418, XNLBMRZNPCHMWGJ, -1.3450449705123901, 0.1944827088629827, 0.32815176341985236, 0.5728453224212033, 0.1374637335538864
35, EJJZOQPXJUBXUVF, 1.6017839908599854, QFYLHMZWGFRRKUS, -1.192128300666809, 0.21161744723375886, 0.3090615426080038, 0.5559330378813655, 0.14943505078554153
36, WUYXSWUOUIQAYOG, 1.6026417016983032, EPMVVKNWSLZLPEW, -1.2493815422058105, 0.18928474494535477, 0.32592824109856455, 0.5709012533692359, 0.15100260823965073
37, CVUJBBWJBVYUYWN, 1.5922001600265503, PBKLBEJCLCMXVZW, -1.5003856420516968, 0.20926314617001482, 0.31780392234520694, 0.5637410064428584, 0.18322830647230148
38, GOXJYYQQVGWYSVO, 1.704785943031311, KPKKURRHMUCVZMH, -1.6613987684249878, 0.2106543918522075, 0.34537433178398225, 0.5876855722101592, 0.148457333445549
39, KJOVUYUBGLNGYXM, 1.570212483406067, PTKWOPCTPNPSHZB, -1.4571356773376465, 0.20050093009509146, 0.3493378927578641, 0.5910481306610014, 0.14173976331949234
40, TBYUBYUBORYQSYJ, 1.608643651008606, UXCSPOSWMUDQCKY, -1.2770349979400635, 0.19784788852091878, 0.32966050607743896, 0.5741606970852663, 0.14684199541807175
41, ASNSJXOBBUJYWUR, 1.6100322008132935, MNPKPDHQLQVZGHM, -1.3449467420578003, 0.20979527897713707, 0.32955523443331547, 0.5740690153921525, 0.14534138143062592
42, GXOYRBXUOCEVBBB, 1.5677251815795898, GTKBSGKQHMLRODZ, -1.1415996551513672, 0.19460094033379574, 0.34998411282828534, 0.5915945510468174, 0.16200020164251328
43, WJJXJNJJJRXRYZB, 1.627063512802124, GYCXRACRZRKNWUE, -1.11483633518219, 0.2282247726896312, 0.3368909633959921, 0.5804230899921127, 0.20376631617546082
44, UOZYRBOUOQYYSYV, 1.5969935655593872, UZICREEFOSYJKWX, -1.2508834600448608, 0.1890136828298855, 0.2973981898435043, 0.5453422685282192, 0.1315232813358307
45, KYUZVUJJBOMBXOU, 1.5917909145355225, ZOMSZCDTVJKFXJW, -1.0670685768127441, 0.21341271261684597, 0.3230268706081067, 0.5683545289765066, 0.139071486890316
46, VBRGWXJXBJJFWUC, 1.830796718597412, ZBYSNSPVEOEPERQ, -1.3269524574279785, 0.2437075884884689, 0.316453293361703, 0.562541814767314, 0.20257534086704254
47, CJXBIIBUOYEGOUY, 1.5496160984039307, YWMPURCEXANCIDT, -1.3795772790908813, 0.22367462838438223, 0.32509706988295317, 0.5701728421127695, 0.21131444722414017
48, YOZOBCFNMSYXOBU, 1.5431729555130005, BKZBYCOMHJLMXPM, -0.9951014518737793, 0.22247252778266557, 0.29479070346636305, 0.5429463172969894, 0.17206525057554245
49, JYJJQOOFIBYUOQZ, 1.5741939544677734, YRBDGZDLPFJTBSZ, -1.1305029392242432, 0.2174646750432439, 0.29872113609793005, 0.5465538730060652, 0.19179750978946686
50, PRWVXROUGWISJGK, 1.6123178005218506, AWFMFUCUKJZLHLY, -1.108411192893982, 0.18289027127324517, 0.31365796298982046, 0.5600517502783297, 0.14547452330589294
51, VYMNUJYXUYCAJBU, 1.5882854461669922, WFZYICREPRFPXDL, -1.3738465309143066, 0.17501783759891987, 0.2738179271987287, 0.5232761481270943, 0.15404625982046127
52, BFQGXVHUUBJYUUJ, 1.5596641302108765, TMJNJKTSPZJUSZR, -1.2913382053375244, 0.159043132084189, 0.31253956596589844, 0.5590523821306, 0.12115490436553955
53, TVJJXVVUUBJOFOZ, 1.6596782207489014, RDLUKPOGPLRMVCF, -1.1318650245666504, 0.12413266046752687, 0.27248973435077867, 0.522005492644262, 0.06300566345453262
54, YOOJYYSDNFEOONO, 1.477555751800537, KQJCMSLKESDSPBV, -1.483542799949646, 0.12043497037759517, 0.2658736236585979, 0.5156293471657698, 0.08519769832491875
55, UOJUOWDVUJUSUYQ, 1.6484216451644897, OCLMUHDDMDBUSSZ, -1.3122835159301758, 0.1404243703383254, 0.27550307906951493, 0.5248838719845704, 0.0835418663918972
56, BGPHGYYXXJOVBGW, 1.5870851278305054, DXKWZNZLHLNYPQJ, -1.3462587594985962, 0.16669549103418832, 0.29766669705524673, 0.5455883952717898, 0.1582561880350113
57, XXJCFHVEWUJOUXZ, 1.5309064388275146, ZPBCTFMKGGQJPCL, -1.2868232727050781, 0.13928435584611726, 0.31699159894910445, 0.5630200697569354, 0.10411819815635681
58, WXJUOROMABBJXYD, 1.5884559154510498, WMXNGMHUGXFVSMH, -1.3965280055999756, 0.11526217737374828, 0.3021088550384016, 0.5496442986499557, 0.06416342034935951
59, MCYUNPJOYUUBYYB, 1.569738745689392, BKNTOSXRETHYESH, -1.4890216588974, 0.12456608533766121, 0.2825539140211605, 0.5315580062619323, 0.06611811742186546
60, EXRZWXTUYJYOUYH, 1.6003175973892212, IPQFBXSMPJZASFJ, -1.1737178564071655, 0.13554941838333617, 0.2888615736887949, 0.5374584390339358, 0.07643448933959007
61, MQNNYBBBUSXBXDZ, 1.5937916040420532, NIICDMBEFBKZORY, -1.0801966190338135, 0.198981836606632, 0.28817725406235356, 0.5368214359192017, 0.17699509859085083
62, MGWXJUBBYXYBWHU, 1.6287240982055664, SMTKQUKNBTJOSXV, -1.2501330375671387, 0.16421675693336873, 0.2658660306257407, 0.5156219842343233, 0.11366412416100502
63, JBAYOGJSOJUJXYR, 1.6001050472259521, ZRSVTIOWDTJXCDM, -1.25381338596344, 0.18561385236401112, 0.3122058369811509, 0.5587538250259687, 0.12412171810865402
64, YYGYXOOUUJCJIAM, 1.622503638267517, VZBTIQZLBHULHNX, -1.199892282485962, 0.18814436392067, 0.3111232811114694, 0.5577842603654835, 0.1469063088297844
65, CFRWBMYOUBWUOOO, 1.6269104480743408, BNLZMTSKBCTJSVH, -1.3415430784225464, 0.18866191627213266, 0.2910298071190906, 0.5394717852854685, 0.14301374554634094
66, PFGAAJBJBZJYJUM, 1.5768048763275146, YMMWMHOCTSQMLSP, -1.1911369562149048, 0.1417766130186792, 0.2972864502101557, 0.5452398098178046, 0.11461884155869484
67, BUJUBXZRJXGZSDQ, 1.6010488271713257, ERDPBTTAZLVHOSM, -1.3744038343429565, 0.12898293280927464, 0.3134895804038277, 0.5599014023949463, 0.10371993482112885
68, XFUUJOYPWRUUXUX, 1.5586024522781372, SCDZMJEJFNDRRQW, -1.1364670991897583, 0.150485439324495, 0.26889988948846905, 0.5185555799415035, 0.12434974685311317
69, YOBUJBXVRJSJBRG, 1.658447027206421, YSCHGJCPJLKZPVK, -1.2643871307373047, 0.16458913460353505, 0.2900209787086721, 0.5385359586032042, 0.12202203273773193
70, MKSAJUYUGXQUUJJ, 1.582394003868103, YZRQJJPJFXEZTIP, -1.6197837591171265, 0.15860000988742104, 0.30348220925684694, 0.5508921938608742, 0.10581456124782562
71, CCBQBBOUOYBXURV, 1.6021920442581177, WDZEFVRUPHNDGSK, -1.3732331991195679, 0.15672277814475818, 0.33201092482722716, 0.5762038917147533, 0.09081485867500305
72, CCBBBBOUOYJGURV, 1.6058311462402344, CUCVGPXTFJWWZMA, -1.3745501041412354, 0.1564726702318294, 0.34663503692355585, 0.5887571969186923, 0.08738376572728157
73, JJQGVBBOJHRUXBH, 1.6671936511993408, CTRDEMYZPJRTQOK, -1.0946288108825684, 0.18046929966131575, 0.3002862466000795, 0.5479838014029973, 0.14705059677362442
74, LRBXRWVOTJOYXZY, 1.5590622425079346, TKAATBWOFJKWQND, -1.1830896139144897, 0.14243540461547674, 0.28444248984947007, 0.5333315008973969, 0.08931922912597656
75, DQELBUOJYXJFXBB, 1.515631914138794, WDQPJKWJDXSUMXN, -1.2246885299682617, 0.1400783547697356, 0.2714273692575098, 0.5209869185090061, 0.11888997629284859
76, VZAYBNJUZXSBOYX, 1.5870033502578735, ZEXWWZGPDQXMHUL, -1.3136765956878662, 0.122383506281476, 0.2932442329668922, 0.541520297834617, 0.08180805295705795
77, RPNSJQOJZBJJRJY, 1.6648197174072266, FNCIGBTCHOJDZEV, -1.162308692932129, 0.11411490410554688, 0.3078118456964895, 0.554807935862934, 0.06623966991901398
78, CKOYRZGXYJJZYGY, 1.5279541015625, XTDQZUZSEBEGUGQ, -0.9744445085525513, 0.12791963893966748, 0.26315180568920665, 0.5129832411387399, 0.08239319548010826
79, OGAHXUWJUOXJGJJ, 1.5768797397613525, ZKFNJODVNLXWQBV, -1.0982722043991089, 0.1329614772007335, 0.28686310710699076, 0.5355960297714975, 0.08323622867465019
80, ZYBUGBYUYZUUFLE, 1.585742712020874, SPDPIKLPXTKDHCA, -1.219881296157837, 0.12376547706214479, 0.29071252090003735, 0.5391776339018871, 0.094690952450037
81, APYXXRWOYYWURXX, 1.5863300561904907, KQFSHXOKHSZLLYM, -1.126530408859253, 0.13412322981792385, 0.28158186794694223, 0.5306428817452866, 0.10881215333938599
82, SHXXXJWOBXPPXYO, 1.4763842821121216, HDFOXMNJNAIKZHQ, -1.105573058128357, 0.18321482885960721, 0.24474920299547864, 0.49472133873068247, 0.14965511858463287
83, JBUYQSZAQGWOJRM, 1.6758942604064941, CFBCGUFSJMIETFV, -1.2698781490325928, 0.1389025928925257, 0.27757405658410117, 0.5268529743525239, 0.09845169261097908
84, RIOXBOXBZXOOXDN, 1.5602166652679443, MXIFXRKZGHDPMFV, -1.2238037586212158, 0.11343787162704393, 0.2583014386191862, 0.5082336456977108, 0.06485016271471977
85, BBXJXDILWUXYXDT, 1.5309200286865234, ZSHUQEIPBHDDMNW, -1.4587409496307373, 0.09480627065483714, 0.2668683576079217, 0.5165930289966384, 0.05324605479836464
86, YXYOWSLQXJJBBXR, 1.5848811864852905, UZVQXTBFBWMLUGY, -1.1014068126678467, 0.09272862839480513, 0.26404577494255366, 0.5138538458964316, 0.03652861341834068
87, YOGSCJJJYXJYIWO, 1.6295039653778076, CCEQLZWJNHQXIPB, -1.1925663948059082, 0.13029643637701518, 0.3011433088976333, 0.5487652584645217, 0.07684289664030075
88, XGXROJXUXEUBORX, 1.5605758428573608, SETKFJEWLAZLNMT, -1.3216748237609863, 0.08882103595032823, 0.29119226102228235, 0.5396223318417079, 0.05209196358919144
89, KGXMUXVCYBOYJUU, 1.5652544498443604, BZCMUMPHYPXZAAP, -1.2467433214187622, 0.10100344308523927, 0.2867812249602612, 0.5355195841052512, 0.06898823007941246
90, SWBQWBOYUCUOUYJ, 1.6579115390777588, VTKUKATXHZLSPUG, -1.2387125492095947, 0.1342875515757478, 0.28986259512879753, 0.5383888883779062, 0.09823695942759514
91, OWBXZBRYUXUOUIJ, 1.5960661172866821, YLMSKBMHZXCYPYL, -1.1403356790542603, 0.15737136875465513, 0.2970357446819679, 0.5450098574172471, 0.1240815706551075
92, TBOBXOYQFTYYBBF, 1.5801746845245361, DGFSEPXNLKUPKPC, -1.5838390588760376, 0.1834577614363152, 0.2862624108086032, 0.5350349622301361, 0.13731453567743301
93, EPVYBEJYBYYBYHG, 1.6107374429702759, PYZONLIEOKILJRR, -1.172538161277771, 0.171844064027071, 0.29163750669232713, 0.5400347273021682, 0.1460358202457428
94, BURJBRBOUJXCQHE, 1.5591357946395874, XCLZWDZUTNBEAAO, -1.1699198484420776, 0.2242059792650398, 0.2945720468917888, 0.5427449188078952, 0.15824706852436066
95, KBBJHTVYBYUOBGD, 1.6133513450622559, VNGUIBEPUKNZNZD, -1.4309004545211792, 0.22972731577930972, 0.3015190879892075, 0.5491075377275453, 0.18047118932008743
96, ORBXRIQYBJYBBYU, 1.6005197763442993, VHLTHYAGCVFXSAN, -1.1085363626480103, 0.2124326156002935, 0.3190682828007585, 0.5648612951873747, 0.17622392624616623
97, RHBJYQVGBBBUQAO, 1.5251022577285767, SDETIZXMFHJUPJD, -1.1357412338256836, 0.19297722188232, 0.33047209049010673, 0.5748670198316361, 0.1688530147075653
98, DBXDJBNBOYUDDXU, 1.4936562776565552, NCHECVIVFXNOSPU, -1.1743524074554443, 0.2091698299514246, 0.297714323073824, 0.5456320399993241, 0.17506708204746246
99, SOJXUBVBYUXHEYN, 1.6471867561340332, VOSXCEDYTSAGFPY, -1.2110763788223267, 0.19412843952467665, 0.28593623114011335, 0.5347300544574929, 0.17136140912771225
100, RVOZBUJJXUHXYJG, 1.5944093465805054, KOZJCTCEPBLTSZV, -1.1744582653045654, 0.22354549754102482, 0.31508914429636625, 0.5613280184494324, 0.20117875933647156
101, OVOGEUOUZBJUYOT, 1.6013263463974, IVVZTGSFAEPHSZW, -1.2937848567962646, 0.14978028846066446, 0.3205456889238274, 0.5661675449227264, 0.09587426111102104
102, RBYMQJBBVJOXJJJ, 1.606736183166504, CQZKINTGJDPUFUR, -1.478052020072937, 0.17282651726317455, 0.3097221425726006, 0.5565268570092557, 0.13817311078310013
103, WUYBGVWUXXJUJUH, 1.6203831434249878, HZNFOVOWDDMHWZQ, -1.2030737400054932, 0.16593503154115752, 0.3097668924724015, 0.5565670601755026, 0.13005345314741135
104, ELNJJOBHOJUUVJR, 1.6053448915481567, FIZMNSZOJSMGPYD, -1.3647987842559814, 0.20845503745926544, 0.3036837866752675, 0.5510751189041904, 0.16363158077001572
105, YXXQYRWYNABUUXO, 1.655557632446289, HZHNYKSKETCZKIV, -1.3147703409194946, 0.22235672833258285, 0.31361518783825976, 0.5600135604056921, 0.17661000788211823
106, JBOXOZRPWUUJRRV, 1.658344030380249, QEYRHNNLUZFJEPO, -1.2202441692352295, 0.22278530271607452, 0.32835610654996955, 0.5730236526967883, 0.17931851744651794
107, CBJUOBJJHSJRJYT, 1.6269639730453491, WETKOCSBNYSTCPY, -1.0973520278930664, 0.2005217739084619, 0.3184583779335494, 0.5643211655906142, 0.17275238037109375
108, ZJYOBVJJUMCZJUQ, 1.6212184429168701, TTHMBCTQEZBZWJG, -1.0463716983795166, 0.2625928846148308, 0.29585973124139847, 0.5439298955209195, 0.20353873074054718
109, WVXXJYQPZYBUQHP, 1.617637038230896, MFNDNIPECIAIMSC, -1.4294079542160034, 0.24524337517702952, 0.36492481574592733, 0.6040900725437618, 0.19917459785938263
110, DRQZPOUOUJGXZJJ, 1.536143183708191, HDAJSETFEPTSMYQ, -1.6182061433792114, 0.24661075700727816, 0.355892687874904, 0.5965674210639599, 0.23439663648605347
111, DSEUVUBBYXBGWFH, 1.598681926727295, TERUVXPJLYELMZH, -1.1418935060501099, 0.2402344326529419, 0.3165574860677161, 0.5626344160000489, 0.19550391286611557
112, BHENVUBBYXYGOJY, 1.6780650615692139, FXSBVTVATOHYPZP, -1.09772789478302, 0.22157839254126885, 0.3085643646927553, 0.5554857016096412, 0.2060183510184288
113, WENXBYJDRMJZUUO, 1.5227423906326294, ZGHJSACJEXPKSRQ, -1.2178609371185303, 0.21988126241392456, 0.3043257236842624, 0.5516572520000643, 0.17716079950332642
114, XOHUYIXBJBOOOQR, 1.5910937786102295, ROPPYCZCTXMLFBN, -0.9720494151115417, 0.18568587503395975, 0.27681101871704794, 0.5261283291337275, 0.16555558890104294
115, XBOXBXZVOGSSEGW, 1.6438573598861694, QFSXVKCEFFZYWLH, -1.2315891981124878, 0.2025861661909148, 0.32076296072860044, 0.5663593918428478, 0.16608603298664093
116, JYJUUIWZYOJTPFI, 1.6113274097442627, XKWXPZYTGYHJEJX, -1.2709404230117798, 0.19216480250749737, 0.2815934391332595, 0.5306537846216303, 0.17543306946754456
117, KXVXORWXAVJJOJO, 1.5847527980804443, THLOWAJIOETRCSP, -1.074487566947937, 0.1972527635321603, 0.2869155548790232, 0.5356449895957426, 0.17182623594999313
118, WABBBOXSXXRBXYT, 1.641847848892212, NZLPOQZENVQLHBM, -1.161743402481079, 0.1616948093404062, 0.3226641728403226, 0.5680353623149905, 0.11317520588636398
119, WEBBBOXSXXRBXYT, 1.624107003211975, WDLOCELQDUBSMSP, -1.2919859886169434, 0.1305130288079381, 0.28238096989566025, 0.5313953047361825, 0.1035834550857544
120, AVBBBOXRXXROUOO, 1.6203471422195435, VDHJKHMXPBDDKKD, -1.4824520349502563, 0.1077292271326296, 0.27029715266405585, 0.519901098925609, 0.04603936895728111
121, UOOVMJZBJASUYXO, 1.496350646018982, OSECTIMJLNQINOT, -1.4224796295166016, 0.06412949125113664, 0.2731451740182917, 0.5226329247361782, 0.04755524732172489
122, GTIOUJBWIYBJYYU, 1.5237568616867065, KFTZSGMQKJEDHYW, -1.6310760974884033, 0.07885145426541566, 0.2623552398114187, 0.5122062473373579, 0.012870628386735916
123, AYMSBBSBOBRYUXU, 1.6286778450012207, GSZZVEZRSPOXEEQ, -1.2540135383605957, 0.12101758391445037, 0.3153790110021873, 0.5615861563484158, 0.08318686857819557
124, OOUFXGWJXZOJYVF, 1.5966651439666748, PYFMAGGSSCETYSF, -1.2917104959487915, 0.12508644120767712, 0.2908565355102923, 0.5393111676113265, 0.10368352010846138
125, JIIUOBBBJVOBYBC, 1.6066759824752808, UECZMXSKKLSPUPD, -1.7565536499023438, 0.12372343763581012, 0.30029242796902844, 0.5479894414758631, 0.0783095732331276
126, DZVUUJVXOYBQUYB, 1.6743544340133667, NPCQICSMESSLUPD, -1.2298734188079834, 0.17399016956961713, 0.31291821411091153, 0.5593909313806504, 0.1359553188085556
127, JBYYWYRWXJCJGYB, 1.6224013566970825, BVKHZYIFUCPQUNF, -1.1404227018356323, 0.18674342684296424, 0.3050904182187339, 0.552349905602177, 0.11931530013680458
128, RWUBJYIJXZVURPT, 1.7267106771469116, VTFYDEZTKZBGTBX, -1.4010777473449707, 0.19210678819543683, 0.30358979797779334, 0.5509898347318155, 0.13037218898534775
129, RWULVIUBOROURPT, 1.6800719499588013, GOCQFJEEALCEPJX, -1.40238356590271, 0.19681361066456884, 0.29058947832132265, 0.5390635197463493, 0.14018193632364273
130, ROWUYYSOTWUJBXY, 1.582302451133728, DGSMLLWPYLYZJZT, -1.227500557899475, 0.18119638234516605, 0.29334666745296895, 0.5416148700441753, 0.11852306872606277
131, DBYRWYGWYZKUUBO, 1.591421365737915, GOSCTKWGFYLYOWP, -1.2959164381027222, 0.2111761489538476, 0.3147373093757387, 0.5610145357971918, 0.1641852930188179
132, YJYUGUUUXLTABOJ, 1.567009449005127, POAGPOEZCPHBTAU, -1.2643048763275146, 0.2172298119952902, 0.3135769727970803, 0.5599794396199563, 0.14299041032791138
133, YJRZGIRZYURUXXJ, 1.574516773223877, RQZUFYPQWDSZOKP, -1.2278473377227783, 0.1912508212713874, 0.27985700735784247, 0.5290151296114719, 0.16071650385856628
134, BPTBYUJYUXXQPPJ, 1.5395625829696655, HUDMRZNMYERSCUB, -1.3978582620620728, 0.17163784961216152, 0.3119559521108902, 0.5585301711733129, 0.11138070374727249
135, RMSOXUXJRTTVUBY, 1.6043256521224976, SGBCMHLNFKKIQMU, -1.5225749015808105, 0.16200969789829106, 0.30649488138969005, 0.5536197985889685, 0.08805323392152786
136, VJYUUJJZRXQWPCJ, 1.5513933897018433, PLFIEBDPOSKPUCR, -1.2971848249435425, 0.17333296987216454, 0.3213272194030065, 0.566857318381801, 0.11320066824555397
137, VJBUUYUUIXXZGAN, 1.6041146516799927, XVTQOYIFPDMUTFY, -1.0686944723129272, 0.196577274424606, 0.32487358568088937, 0.5699768290736821, 0.1523626297712326
138, AXYZBBURSGXJJUO, 1.5851489305496216, NCSPZCGNWDANOPI, -1.0782352685928345, 0.18901266316510737, 0.30688390142092525, 0.5539710294058032, 0.14972195029258728
139, HXVWBYJZSVBJJUO, 1.591632604598999, RNSTIEEQZZSKMJJ, -1.2282365560531616, 0.17283264738088475, 0.3001686167571183, 0.5478764612183282, 0.12692977115511894
140, ZEIUYEJLBYYFDPR, 5.6269444E7, JSPOZIJGSUSIDTR, -1.1329140663146973, 112539.03515550336, 6.31981029163599E12, 2513923.2867444446, 0.1331987977027893
141, OBYQIJJJRXJNOYO, 1.602856993675232, WWNQUWZMGHLSPSJ, -1.270302653312683, 0.17817042763461358, 0.29040189946244077, 0.5388895058009951, 0.12344209477305412
142, OYYJOOBVQZUQPLZ, 1.5758299827575684, FJGSMJBEDPXCZGQ, -1.4223370552062988, 0.19802171898738016, 0.27611867708826215, 0.5254699583118545, 0.16517042368650436
143, BXYJNXUZBYUUTCC, 1.5684223175048828, JCIXPSZCEMIVZTH, -1.1438839435577393, 0.19183983425213955, 0.31113249079115607, 0.5577925158974043, 0.1668899953365326
144, MDSJOBQPVXBWOXJ, 1.5989865064620972, CQZKZVDZTGIFOSP, -1.4459680318832397, 0.2522602089783177, 0.3169193174286019, 0.5629558752056878, 0.18693731725215912
145, ROYRGUPROUUYOXR, 1.6591423749923706, QLXAQISCMNBSPUB, -1.3486984968185425, 0.23209851525747216, 0.3256871309762822, 0.5706900480788869, 0.18892789632081985
146, PJOUVYIMXXBJXUX, 1.5845770835876465, GYKLUIPBZSHCNON, -1.31525456905365, 0.2048322571180761, 0.3257930601758892, 0.5707828485298846, 0.19316190481185913
147, THRPJOYUJYHWCBO, 1.563401222229004, JXWBMHUCETONDGV, -1.323901891708374, 0.22910871017863974, 0.2930922588382626, 0.5413799579207403, 0.21034881472587585
148, EOFSXBUYUBRBQDW, 1.5951019525527954, RNXAACTIYXSGPCN, -1.4229487180709839, 0.2163870111554279, 0.30633297978774426, 0.5534735583456036, 0.17003151029348373
